                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    144,                 1.9928,                 2.0022,                 2.2547,                0.41384,                0.33647,                0.37812,                0.15167,                 2.4226,                 2.2651,                 2.4061,              0.0014327,              0.0014327,              0.0014327
                    145,                  1.895,                 2.0776,                 2.1632,                0.31926,                0.36111,                0.33784,                0.14087,                  2.242,                 2.2194,                 2.2937,               0.001431,               0.001431,               0.001431
                    146,                 1.9803,                 2.0892,                  2.171,                0.24747,                0.22222,                0.18089,                0.06853,                 2.6063,                 2.8524,                 2.6284,              0.0014294,              0.0014294,              0.0014294
                    147,                 1.9849,                 2.1464,                 2.2093,                0.30021,                0.33333,                0.27831,                0.12598,                 2.3023,                 2.2186,                  2.388,              0.0014277,              0.0014277,              0.0014277
                    148,                 1.8993,                 2.0325,                 2.1873,                 0.3973,                 0.3719,                 0.3892,                0.15266,                   2.45,                 1.8903,                 2.5089,              0.0014261,              0.0014261,              0.0014261
                    149,                 1.8907,                  1.995,                 2.1791,                0.44538,                0.36816,                0.37525,                0.15277,                 2.4814,                 2.1388,                  2.559,              0.0014244,              0.0014244,              0.0014244
                    150,                 1.9078,                 1.8455,                 2.1341,                0.63165,                0.22222,                0.31031,                0.11274,                 2.5181,                 2.7237,                  2.509,              0.0014228,              0.0014228,              0.0014228
                    151,                 1.9843,                 1.9719,                 2.2204,                0.36118,                0.33333,                 0.3518,                0.15362,                 2.3447,                 2.1793,                 2.4365,              0.0014211,              0.0014211,              0.0014211
                    152,                 1.9187,                 1.9879,                 2.1433,                0.45672,                0.29375,                0.37451,                0.19458,                 2.0506,                 2.0194,                 2.1487,              0.0014195,              0.0014195,              0.0014195
                    153,                 1.8788,                 1.9204,                 2.0351,                0.37646,                0.28103,                0.30346,                0.13886,                 2.2134,                 2.1387,                 2.3139,              0.0014178,              0.0014178,              0.0014178
                    154,                  1.962,                 1.9086,                 2.1586,                0.39535,                0.38889,                 0.3789,                0.17499,                 2.2531,                 1.8063,                 2.4324,              0.0014161,              0.0014161,              0.0014161
                    155,                 1.8976,                 1.8266,                  2.094,                0.38405,                0.27778,                0.28921,                0.15257,                 2.2784,                 2.4837,                 2.3807,              0.0014145,              0.0014145,              0.0014145
                    156,                 1.9719,                 2.0089,                 2.1517,                0.31329,                0.32655,                0.31773,                0.14912,                 2.5058,                 2.0903,                 2.5546,              0.0014128,              0.0014128,              0.0014128
                    157,                 1.9152,                 1.8714,                 2.1181,                0.85813,                0.30556,                0.32134,                0.15057,                 2.3215,                 2.1072,                 2.3945,              0.0014112,              0.0014112,              0.0014112
                    158,                 1.9117,                 1.8097,                 2.1582,                0.33194,                0.30556,                0.29426,                0.10654,                 2.6369,                 2.8822,                 2.7674,              0.0014095,              0.0014095,              0.0014095
                    159,                 1.8984,                 1.9236,                 2.2008,                0.15615,                0.16667,                0.16788,                0.07409,                 2.3126,                 3.6984,                  2.678,              0.0014079,              0.0014079,              0.0014079
                    160,                 1.9127,                 1.9076,                 2.1893,                0.30683,                0.25773,                0.28048,                0.13192,                  2.427,                 2.9399,                 2.5032,              0.0014062,              0.0014062,              0.0014062
                    161,                   1.87,                  1.946,                 2.1419,                0.39539,                0.41667,                0.40468,                0.17831,                  2.322,                  2.203,                 2.3813,              0.0014046,              0.0014046,              0.0014046
                    162,                  1.817,                 1.8196,                 2.0978,                0.50109,                0.38889,                0.40139,                0.17303,                 2.2531,                  1.983,                 2.2819,              0.0014029,              0.0014029,              0.0014029
                    163,                 1.7965,                 1.7343,                 2.0164,                0.46971,                0.36111,                0.38785,                0.17226,                 2.2181,                 1.9578,                 2.2597,              0.0014013,              0.0014013,              0.0014013
                    164,                 1.8901,                 1.9213,                 2.1307,                0.31912,                0.33262,                0.29488,                0.14412,                  2.374,                 1.9642,                 2.4581,              0.0013996,              0.0013996,              0.0013996
                    165,                 1.9076,                 1.8584,                 2.1531,                0.46887,                   0.25,                0.26038,                0.14221,                 2.3851,                 2.4557,                 2.4447,               0.001398,               0.001398,               0.001398
                    166,                 1.7706,                 1.7263,                  2.036,                0.36098,                0.27778,                0.25985,                0.12688,                 2.3592,                 2.8887,                 2.4207,              0.0013963,              0.0013963,              0.0013963
                    167,                 1.8851,                 1.7479,                 2.1746,                0.30711,                0.30556,                0.30836,                0.15462,                 2.5173,                 2.1864,                 2.5928,              0.0013947,              0.0013947,              0.0013947
                    168,                 1.8489,                 1.8134,                 2.0936,                0.41831,                0.41667,                0.37044,                0.17878,                 2.2366,                 2.0757,                 2.3444,               0.001393,               0.001393,               0.001393
                    169,                 1.8355,                 1.7636,                 2.0929,                0.91197,                0.27778,                0.33223,                0.14918,                 2.3126,                 2.0463,                  2.451,              0.0013914,              0.0013914,              0.0013914
                    170,                 1.8377,                 1.8296,                 2.0691,                0.34226,                0.33333,                0.29236,                0.15057,                 2.2016,                 1.9706,                 2.3401,              0.0013897,              0.0013897,              0.0013897
                    171,                 1.9134,                 1.8478,                 2.0998,                0.53032,                0.27778,                0.32009,                0.13929,                 2.2229,                 1.9023,                 2.3074,              0.0013881,              0.0013881,              0.0013881
                    172,                 1.8489,                 1.6638,                 2.0914,                0.44997,                0.30556,                0.32987,                0.15537,                 2.1643,                 2.3511,                 2.2814,              0.0013864,              0.0013864,              0.0013864
                    173,                 1.8237,                 1.7792,                 2.0592,                0.44575,                0.44444,                 0.4212,                0.18603,                  2.202,                 1.9661,                 2.2486,              0.0013848,              0.0013848,              0.0013848
                    174,                 1.7254,                  1.596,                 1.9899,                0.62845,                0.27886,                 0.3379,                0.16677,                 2.4683,                 2.1592,                 2.4259,              0.0013831,              0.0013831,              0.0013831
                    175,                 1.8684,                 1.7296,                 2.1327,                0.56129,                0.19444,                0.29114,                 0.1597,                 2.1772,                 2.5758,                  2.277,              0.0013815,              0.0013815,              0.0013815
                    176,                 1.8317,                 1.7048,                 2.0885,                0.65265,                0.28264,                0.35465,                0.19371,                 2.1947,                 2.2164,                 2.2649,              0.0013798,              0.0013798,              0.0013798
                    177,                 1.7313,                 1.7263,                 2.0111,                0.76202,                0.27778,                0.31469,                0.13554,                 2.2591,                 1.7873,                 2.4013,              0.0013782,              0.0013782,              0.0013782
                    178,                  1.814,                 1.7975,                 1.9961,                0.36014,                 0.3681,                0.33343,                0.15565,                 2.2826,                 2.0646,                 2.2848,              0.0013765,              0.0013765,              0.0013765
                    179,                 1.7526,                 1.6731,                 1.9712,                0.33522,                0.30556,                0.28581,                 0.1223,                 2.4523,                  2.335,                 2.6453,              0.0013749,              0.0013749,              0.0013749
                    180,                 1.8588,                  1.837,                 2.0917,                0.37443,                0.38889,                0.35802,                0.16906,                  2.136,                 1.9549,                 2.2713,              0.0013732,              0.0013732,              0.0013732
                    181,                  1.766,                 1.7138,                  2.018,                0.27347,                0.36111,                0.28315,                0.14326,                 2.3864,                 2.4291,                 2.5521,              0.0013716,              0.0013716,              0.0013716
                    182,                 1.8182,                 1.7211,                 2.0667,                0.40016,                0.35412,                0.33428,                0.17863,                 1.9977,                 2.2189,                 2.1642,              0.0013699,              0.0013699,              0.0013699
                    183,                 1.8319,                 1.6658,                 2.0522,                0.42455,                0.38889,                0.39367,                0.18781,                 2.1553,                 2.3939,                   2.22,              0.0013683,              0.0013683,              0.0013683
                    184,                 1.8276,                 1.6676,                 2.0332,                0.47907,                0.33333,                0.37604,                0.18628,                 2.1923,                 2.2893,                 2.2411,              0.0013666,              0.0013666,              0.0013666
                    185,                 1.7876,                 1.7014,                 2.0443,                0.54552,                0.38889,                0.41666,                0.19087,                 2.1942,                 2.0902,                 2.2293,               0.001365,               0.001365,               0.001365
                    186,                 1.7732,                 1.6391,                 1.9933,                0.44941,                0.47222,                0.40449,                0.16238,                 2.2389,                 1.9088,                 2.2676,              0.0013633,              0.0013633,              0.0013633
                    187,                 1.8068,                 1.5393,                 2.0044,                0.48436,                   0.25,                0.28238,                0.12841,                 2.4952,                 2.1682,                 2.5942,              0.0013617,              0.0013617,              0.0013617
                    188,                 1.8496,                 1.6995,                 2.0781,                0.86345,                0.27778,                0.30373,                0.14909,                 2.2352,                 2.4844,                 2.2906,                0.00136,                0.00136,                0.00136
                    189,                 1.7913,                 1.6765,                 2.0099,                 0.5902,                0.27237,                0.35261,                0.17092,                 2.2814,                  1.995,                 2.3372,              0.0013584,              0.0013584,              0.0013584
                    190,                 1.7934,                 1.7228,                 2.0876,                0.44508,                0.32967,                0.34384,                0.14614,                 2.2119,                 2.2347,                 2.3495,              0.0013567,              0.0013567,              0.0013567
                    191,                    1.8,                 1.8143,                 2.0587,                0.56357,                0.36111,                0.37811,                0.17068,                 2.3075,                  2.142,                 2.3498,              0.0013551,              0.0013551,              0.0013551
                    192,                 1.7622,                 1.8178,                 2.0278,                0.42954,                0.41667,                0.39991,                0.19228,                 2.2948,                 1.6987,                 2.3136,              0.0013534,              0.0013534,              0.0013534
                    193,                 1.7499,                 1.5881,                 1.9324,                0.43935,                0.47337,                0.42497,                0.20849,                 2.0153,                 1.9346,                 2.1201,              0.0013518,              0.0013518,              0.0013518
                    194,                 1.7566,                 1.7291,                 1.9983,                0.83894,                0.30556,                0.35004,                0.17761,                 2.1423,                 2.2678,                 2.2346,              0.0013501,              0.0013501,              0.0013501
                    195,                 1.7783,                  1.751,                  2.053,                0.59913,                0.36111,                0.43308,                0.17219,                 2.3587,                 2.0179,                  2.376,              0.0013485,              0.0013485,              0.0013485
                    196,                 1.7216,                 1.5971,                 1.9751,                0.35752,                0.31387,                 0.3333,                0.13107,                 2.3002,                 2.3718,                 2.4726,              0.0013468,              0.0013468,              0.0013468
                    197,                 1.7266,                 1.5175,                 1.9319,                0.40352,                0.27778,                0.32604,                0.15427,                 2.4509,                 2.2723,                 2.4124,              0.0013452,              0.0013452,              0.0013452
                    198,                 1.8159,                 1.7743,                  2.073,                  0.371,                0.27778,                0.30018,                0.12008,                 2.8406,                 2.9945,                  2.754,              0.0013435,              0.0013435,              0.0013435
                    199,                 1.7438,                 1.5503,                 1.9801,                0.56568,                0.27778,                 0.3281,                0.14006,                 2.3417,                 2.0279,                 2.3871,              0.0013419,              0.0013419,              0.0013419
                    200,                 1.7185,                 1.5524,                  1.984,                0.40158,                0.47222,                0.43827,                0.19549,                 2.2805,                  1.878,                  2.333,              0.0013402,              0.0013402,              0.0013402
                    201,                 1.7579,                 1.7144,                  2.039,                0.39249,                0.30433,                0.31746,                0.14342,                 2.5224,                 2.6372,                 2.5034,              0.0013386,              0.0013386,              0.0013386
                    202,                 1.8027,                 1.6901,                 2.0373,                0.68562,                0.30556,                0.41431,                0.17819,                 2.3424,                 2.1361,                  2.346,              0.0013369,              0.0013369,              0.0013369
                    203,                 1.7823,                 1.6701,                 1.9954,                0.41835,                0.47805,                0.40401,                0.17549,                 2.3293,                 2.0303,                 2.3831,              0.0013353,              0.0013353,              0.0013353
                    204,                 1.7947,                 1.6328,                  2.018,                0.36939,                0.40563,                0.35994,                0.15651,                 2.3878,                 1.9811,                 2.3963,              0.0013336,              0.0013336,              0.0013336
                    205,                 1.7563,                 1.7114,                 1.9924,                0.45629,                0.36111,                0.34306,                0.16695,                 2.1943,                 2.0795,                 2.2233,               0.001332,               0.001332,               0.001332
                    206,                 1.6451,                 1.5067,                 1.9485,                0.78253,                   0.25,                0.39445,                0.16846,                 2.1756,                 2.3674,                 2.2681,              0.0013303,              0.0013303,              0.0013303
                    207,                 1.7859,                 1.5775,                 1.9861,                0.39969,                0.43117,                0.37501,                0.16036,                 2.3601,                 2.3637,                 2.4095,              0.0013287,              0.0013287,              0.0013287
                    208,                 1.7983,                 1.6199,                 1.9685,                0.46072,                0.44444,                0.40734,                0.20253,                 2.1816,                 2.1326,                 2.2928,               0.001327,               0.001327,               0.001327
                    209,                 1.7389,                 1.6305,                 2.0209,                0.47775,                0.47222,                0.41577,                0.18328,                 2.2881,                 1.9799,                 2.3396,              0.0013254,              0.0013254,              0.0013254
                    210,                 1.6931,                 1.5529,                 1.9072,                0.49646,                0.41667,                0.40046,                0.19258,                 2.3533,                 2.0259,                 2.4284,              0.0013237,              0.0013237,              0.0013237
                    211,                 1.6748,                 1.5318,                 1.9749,                0.32077,                0.34836,                0.36127,                0.16683,                 2.3927,                 2.1189,                 2.4872,              0.0013221,              0.0013221,              0.0013221
                    212,                 1.6582,                 1.4805,                  1.942,                0.51011,                0.27778,                0.33511,                0.15388,                 2.3101,                 2.1704,                 2.4598,              0.0013204,              0.0013204,              0.0013204
                    213,                 1.6844,                 1.4762,                 1.8866,                0.65277,                0.30556,                0.36814,                0.19413,                 2.1676,                 1.9748,                 2.3278,              0.0013188,              0.0013188,              0.0013188
                    214,                 1.6547,                 1.4554,                 1.8962,                 0.9065,                0.30556,                0.35307,                0.14368,                 2.5516,                 2.3756,                 2.6244,              0.0013171,              0.0013171,              0.0013171
                    215,                 1.6216,                 1.4041,                 1.8954,                0.91972,                0.30556,                0.34403,                0.15466,                 2.4032,                 2.3571,                 2.4688,              0.0013155,              0.0013155,              0.0013155
                    216,                 1.7345,                 1.6031,                 1.9414,                 0.4331,                0.38281,                0.38286,                0.13413,                 2.5931,                  2.699,                 2.7116,              0.0013138,              0.0013138,              0.0013138
                    217,                 1.8097,                 1.6467,                 2.0039,                0.54459,                0.38788,                0.41302,                 0.1768,                 2.2159,                 2.1913,                 2.2819,              0.0013122,              0.0013122,              0.0013122
                    218,                  1.795,                  1.618,                 2.0187,                 0.6135,                  0.322,                0.37404,                0.16005,                 2.5476,                  2.123,                  2.495,              0.0013105,              0.0013105,              0.0013105
                    219,                 1.6475,                 1.4517,                 1.9423,                0.32706,                0.31156,                0.29566,                0.13527,                 2.3346,                 2.2988,                 2.3947,              0.0013089,              0.0013089,              0.0013089
                    220,                 1.7853,                 1.6228,                 1.9693,                0.39321,                0.30556,                0.31996,                0.14174,                 2.3275,                 2.7672,                 2.4469,              0.0013072,              0.0013072,              0.0013072
                    221,                  1.678,                  1.474,                 1.9289,                0.29856,                0.47222,                0.35801,                0.18166,                 2.2533,                 2.1956,                  2.275,              0.0013056,              0.0013056,              0.0013056
                    222,                 1.6072,                 1.4501,                 1.8837,                0.43469,                0.37485,                0.37513,                0.20609,                 2.1265,                 1.9187,                 2.2099,              0.0013039,              0.0013039,              0.0013039
                    223,                 1.6893,                 1.5417,                 1.9204,                0.58964,                0.36111,                0.41853,                0.20257,                 2.1359,                 1.8286,                  2.226,              0.0013023,              0.0013023,              0.0013023
                    224,                 1.7545,                 1.6232,                  1.917,                 0.4561,                 0.3971,                0.41913,                0.21119,                 2.0329,                 1.6932,                 2.1815,              0.0013006,              0.0013006,              0.0013006
                    225,                 1.6906,                 1.5235,                 1.9657,                0.44295,                0.43196,                0.42418,                0.21457,                 2.2029,                 1.7949,                 2.3023,               0.001299,               0.001299,               0.001299
                    226,                 1.7216,                 1.5338,                 1.9675,                0.43577,                0.36111,                0.37676,                0.17859,                 2.2954,                 2.2939,                 2.4833,              0.0012973,              0.0012973,              0.0012973
                    227,                 1.6639,                 1.5739,                 1.9888,                0.79042,                0.27778,                0.34376,                0.16724,                 2.3756,                 2.4175,                 2.5069,              0.0012957,              0.0012957,              0.0012957
                    228,                 1.6742,                 1.5338,                  1.901,                0.31661,                 0.3825,                0.34987,                0.17436,                 2.7165,                 2.3819,                 2.7211,               0.001294,               0.001294,               0.001294
                    229,                  1.731,                 1.5507,                 2.0035,                0.49344,                0.27778,                0.36199,                0.17274,                  2.623,                 2.3479,                 2.6007,              0.0012924,              0.0012924,              0.0012924
                    230,                 1.7281,                 1.4794,                  1.939,                0.35952,                0.36111,                0.35372,                0.17344,                 2.3432,                 2.2388,                 2.4142,              0.0012907,              0.0012907,              0.0012907
                    231,                  1.748,                 1.5472,                 1.9776,                0.41165,                0.30556,                0.31313,                0.12488,                  2.554,                 2.8034,                  2.594,              0.0012891,              0.0012891,              0.0012891
                    232,                 1.6677,                 1.4832,                 1.9129,                0.42718,                0.34636,                0.33303,                0.15997,                 2.3443,                 2.2576,                 2.3658,              0.0012874,              0.0012874,              0.0012874
                    233,                   1.63,                  1.345,                 1.8518,                0.65997,                0.31234,                0.39045,                0.18726,                 2.3339,                 2.1727,                 2.4672,              0.0012858,              0.0012858,              0.0012858
                    234,                 1.6752,                 1.4741,                 1.8854,                0.40943,                0.36111,                0.34771,                0.16228,                 2.5883,                 2.0439,                 2.7328,              0.0012841,              0.0012841,              0.0012841
                    235,                 1.6507,                 1.4708,                 1.8829,                0.56962,                0.38232,                0.45856,                 0.2106,                  2.314,                 1.9169,                 2.3215,              0.0012825,              0.0012825,              0.0012825
                    236,                  1.597,                 1.3948,                 1.8612,                0.34953,                0.44444,                 0.3841,                0.16067,                 2.3518,                 2.0334,                 2.4956,              0.0012808,              0.0012808,              0.0012808
                    237,                 1.6024,                 1.3983,                 1.8607,                0.40988,                0.33333,                 0.3213,                0.15202,                 2.4861,                 2.3172,                 2.6564,              0.0012792,              0.0012792,              0.0012792
                    238,                  1.642,                 1.4473,                 1.9007,                0.52577,                0.36111,                0.36072,                0.17251,                 2.4646,                 2.0279,                 2.5949,              0.0012775,              0.0012775,              0.0012775
                    239,                 1.5386,                 1.3307,                 1.7678,                0.42198,                0.33333,                0.32883,                0.13967,                  2.367,                 2.0462,                 2.5484,              0.0012759,              0.0012759,              0.0012759
                    240,                 1.7163,                 1.5206,                 1.9291,                0.44513,                0.38889,                0.38582,                0.13422,                 2.4672,                 2.0711,                  2.688,              0.0012742,              0.0012742,              0.0012742
                    241,                 1.6588,                 1.5439,                 1.9139,                0.62082,                0.43491,                0.46798,                0.21659,                 2.2463,                 1.8022,                 2.3686,              0.0012726,              0.0012726,              0.0012726
                    242,                 1.6045,                 1.4372,                 1.8802,                0.35434,                0.45137,                0.42957,                0.17567,                 2.2599,                 1.7773,                 2.4442,              0.0012709,              0.0012709,              0.0012709
                    243,                 1.5631,                 1.3274,                 1.8211,                0.44045,                0.41667,                0.42305,                0.14542,                 2.8026,                 2.0492,                 2.9101,              0.0012693,              0.0012693,              0.0012693
                    244,                 1.6553,                  1.485,                 1.8929,                0.51391,                0.44444,                0.43694,                 0.1856,                 2.3146,                 1.8222,                 2.4321,              0.0012676,              0.0012676,              0.0012676
                    245,                 1.6235,                 1.4087,                 1.8931,                0.40514,                0.41667,                0.39486,                0.16871,                 2.4296,                 1.9484,                 2.5032,               0.001266,               0.001266,               0.001266
                    246,                  1.597,                 1.4645,                 1.8527,                0.28306,                0.33333,                0.25471,                0.11326,                 2.3273,                 2.3722,                 2.4278,              0.0012643,              0.0012643,              0.0012643
                    247,                 1.6013,                 1.4187,                 1.9242,                0.35639,                0.26688,                  0.249,                 0.1027,                 2.3044,                 2.7075,                 2.4264,              0.0012627,              0.0012627,              0.0012627
                    248,                 1.7156,                  1.494,                 1.9168,                0.37948,                0.35024,                0.36816,                0.16203,                 2.4568,                 2.1595,                 2.5146,               0.001261,               0.001261,               0.001261
                    249,                 1.5917,                 1.3726,                 1.8677,                0.84408,                0.30556,                0.34973,                0.16943,                 2.5197,                 2.4825,                 2.4919,              0.0012594,              0.0012594,              0.0012594
                    250,                 1.6346,                 1.3429,                 1.8157,                0.67969,                0.38889,                0.42053,                0.19692,                 2.2574,                 2.2868,                 2.3247,              0.0012577,              0.0012577,              0.0012577
                    251,                 1.6024,                 1.4013,                 1.8763,                0.62317,                0.45627,                0.47315,                0.21289,                 2.4033,                 1.9835,                 2.4806,              0.0012561,              0.0012561,              0.0012561
                    252,                 1.6417,                  1.433,                 1.8929,                0.88968,                0.41667,                  0.454,                 0.1797,                 2.4738,                  2.203,                 2.5859,              0.0012544,              0.0012544,              0.0012544
                    253,                 1.6013,                 1.4072,                 1.8698,                0.58942,                0.38889,                0.39798,                0.15184,                 2.5193,                 2.1111,                 2.5503,              0.0012528,              0.0012528,              0.0012528
                    254,                 1.4976,                  1.346,                 1.8265,                0.52718,                0.38889,                0.38998,                0.15863,                 2.4975,                 2.0148,                 2.6734,              0.0012511,              0.0012511,              0.0012511
                    255,                 1.6871,                 1.5055,                 1.9065,                0.35546,                0.44444,                0.38317,                0.16969,                 2.4137,                  2.247,                 2.5788,              0.0012495,              0.0012495,              0.0012495
                    256,                 1.6327,                 1.4852,                  1.905,                0.62157,                0.38889,                 0.4634,                0.21824,                 2.3637,                 1.9149,                 2.4615,              0.0012478,              0.0012478,              0.0012478
                    257,                 1.5378,                 1.3894,                 1.8708,                0.67655,                0.45908,                0.47125,                0.17851,                 2.5997,                 2.0266,                 2.7496,              0.0012462,              0.0012462,              0.0012462
                    258,                 1.6789,                 1.4657,                 1.9028,                0.46823,                0.38889,                0.38743,                0.17797,                 2.5292,                 2.2209,                 2.5966,              0.0012445,              0.0012445,              0.0012445
                    259,                 1.6055,                 1.4693,                 1.8904,                0.49741,                0.27778,                 0.3587,                0.15809,                 2.4075,                 2.4519,                 2.4978,              0.0012429,              0.0012429,              0.0012429
                    260,                 1.6373,                 1.4019,                 1.8766,                0.45697,                0.36111,                0.32946,                0.13477,                 2.7099,                 2.5686,                 2.7915,              0.0012412,              0.0012412,              0.0012412
                    261,                 1.5941,                 1.4143,                 1.8799,                 0.3536,                0.35467,                0.29339,                0.13384,                 2.4447,                 2.3911,                  2.441,              0.0012396,              0.0012396,              0.0012396
                    262,                 1.5704,                 1.4067,                  1.836,                0.47119,                0.33333,                0.38465,                0.15287,                 2.4147,                 2.4894,                 2.4881,              0.0012379,              0.0012379,              0.0012379
                    263,                 1.5909,                 1.3448,                 1.8531,                0.40198,                0.36111,                0.35427,                0.16985,                  2.012,                 2.4861,                 2.2521,              0.0012363,              0.0012363,              0.0012363
                    264,                  1.629,                 1.3855,                 1.8723,                0.67792,                0.38889,                0.41336,                 0.1996,                 2.4208,                 1.9651,                 2.5068,              0.0012346,              0.0012346,              0.0012346
                    265,                 1.5762,                 1.3731,                 1.8088,                0.40065,                0.41667,                0.39016,                0.19815,                 2.4209,                 1.9052,                 2.5481,               0.001233,               0.001233,               0.001233
                    266,                 1.5582,                 1.3012,                 1.8584,                0.37271,                0.32569,                0.32287,                0.16293,                 2.7174,                 2.1375,                 2.7593,              0.0012313,              0.0012313,              0.0012313
                    267,                 1.5574,                 1.3455,                 1.8448,                0.52848,                0.34973,                0.37534,                0.15111,                 2.7671,                  2.067,                 2.9954,              0.0012297,              0.0012297,              0.0012297
                    268,                 1.5407,                 1.3222,                 1.8498,                0.38421,                0.43589,                0.40105,                0.19059,                 2.5211,                 1.9356,                 2.7141,               0.001228,               0.001228,               0.001228
                    269,                 1.5067,                 1.2563,                 1.7823,                0.54418,                0.38162,                0.42683,                0.21797,                 2.3172,                 2.0854,                 2.4026,              0.0012264,              0.0012264,              0.0012264
                    270,                 1.7014,                 1.4607,                  1.907,                0.65866,                0.33333,                0.34819,                0.13107,                 3.0149,                 2.1926,                 3.5524,              0.0012247,              0.0012247,              0.0012247
                    271,                 1.5566,                 1.4059,                 1.8166,                0.49059,                0.36111,                0.40719,                0.15927,                 2.7951,                 2.0953,                 3.0345,              0.0012231,              0.0012231,              0.0012231
                    272,                 1.5055,                 1.3085,                 1.7443,                0.43578,                0.38889,                0.41674,                0.18927,                 2.5478,                 2.1383,                 2.6901,              0.0012214,              0.0012214,              0.0012214
                    273,                 1.5392,                  1.292,                 1.8289,                0.64538,                0.44048,                0.43696,                0.20089,                  2.503,                 2.0743,                 2.6227,              0.0012198,              0.0012198,              0.0012198
                    274,                 1.5494,                 1.3662,                 1.7714,                0.90609,                0.36042,                0.40728,                0.18957,                 2.3454,                 2.2305,                  2.498,              0.0012181,              0.0012181,              0.0012181
                    275,                 1.5566,                 1.3192,                 1.8592,                0.38193,                0.38889,                0.38665,                0.16759,                 2.6829,                 2.1686,                 2.9858,              0.0012165,              0.0012165,              0.0012165
                    276,                 1.5675,                 1.3908,                 1.8383,                0.50903,                0.36111,                0.38254,                0.18628,                 2.4684,                 2.1999,                 2.6467,              0.0012148,              0.0012148,              0.0012148
                    277,                   1.61,                 1.3944,                 1.8571,                0.56062,                0.34986,                0.40425,                0.19743,                 2.3048,                 2.1981,                 2.4944,              0.0012132,              0.0012132,              0.0012132
                    278,                 1.5821,                 1.3266,                 1.8657,                  0.547,                0.33333,                0.39658,                0.16215,                 2.7413,                 2.4203,                 2.8746,              0.0012115,              0.0012115,              0.0012115
                    279,                 1.4579,                 1.3374,                 1.7339,                 0.4065,                0.41001,                0.35837,                0.17123,                 2.5126,                 2.4616,                 2.5889,              0.0012099,              0.0012099,              0.0012099
                    280,                 1.5151,                 1.3329,                 1.7751,                0.36892,                0.38889,                0.39101,                0.17159,                 2.5274,                 2.4223,                  2.596,              0.0012082,              0.0012082,              0.0012082
                    281,                 1.5443,                 1.2804,                 1.7801,                0.44719,                0.38116,                 0.4047,                0.17466,                 2.5562,                 2.2843,                 2.6753,              0.0012066,              0.0012066,              0.0012066
                    282,                 1.4951,                 1.2531,                 1.8414,                 0.4921,                0.42527,                0.44627,                 0.1938,                 2.6365,                 2.2349,                 2.7811,              0.0012049,              0.0012049,              0.0012049
                    283,                 1.6075,                 1.3142,                 1.8693,                0.47359,                 0.4327,                0.43458,                0.18688,                 2.6664,                 2.6133,                 2.7502,              0.0012033,              0.0012033,              0.0012033
                    284,                 1.4322,                 1.1968,                 1.7676,                0.71499,                0.32699,                 0.3421,                0.16185,                 2.4105,                 2.3254,                 2.5358,              0.0012016,              0.0012016,              0.0012016
                    285,                 1.4745,                 1.2169,                 1.7208,                0.42821,                0.45504,                0.42951,                0.20724,                 2.2201,                 1.8842,                 2.3715,                 0.0012,                 0.0012,                 0.0012
                    286,                 1.5557,                 1.3343,                  1.812,                0.43857,                0.39695,                0.42991,                0.19959,                 2.4604,                 1.9753,                  2.643,              0.0011983,              0.0011983,              0.0011983
                    287,                  1.498,                 1.2576,                 1.7499,                0.61297,                0.44444,                0.46971,                0.21023,                 2.3185,                 1.9413,                 2.4615,              0.0011967,              0.0011967,              0.0011967
                    288,                  1.485,                 1.3274,                 1.8243,                0.66959,                0.37947,                0.45375,                0.20427,                 2.2971,                 2.0997,                 2.3904,               0.001195,               0.001195,               0.001195
                    289,                 1.5262,                 1.3053,                 1.7697,                0.40848,                0.51619,                0.43435,                0.21566,                 2.3683,                  2.097,                 2.4651,              0.0011934,              0.0011934,              0.0011934
                    290,                 1.5731,                 1.3466,                 1.8627,                0.54106,                0.41667,                0.40241,                 0.2032,                 2.4602,                 2.0077,                 2.6266,              0.0011917,              0.0011917,              0.0011917
                    291,                 1.4655,                 1.2261,                  1.737,                0.51629,                0.41667,                0.40489,                0.18303,                 2.4409,                 2.5065,                 2.4999,              0.0011901,              0.0011901,              0.0011901
                    292,                 1.5592,                 1.2593,                 1.8224,                0.53368,                0.47222,                0.45125,                0.20018,                 2.1985,                 2.2498,                 2.2893,              0.0011884,              0.0011884,              0.0011884
                    293,                 1.5844,                 1.2539,                 1.8543,                0.79938,                0.38889,                0.42955,                0.18845,                 2.4184,                 2.3511,                 2.4712,              0.0011868,              0.0011868,              0.0011868
                    294,                 1.5046,                 1.2929,                 1.7524,                0.40711,                0.40261,                0.35521,                0.15335,                  2.539,                 2.2685,                 2.5601,              0.0011851,              0.0011851,              0.0011851
                    295,                 1.5496,                 1.3594,                 1.8377,                0.48227,                0.46935,                0.44171,                0.18292,                 2.4102,                  2.156,                  2.478,              0.0011835,              0.0011835,              0.0011835
                    296,                 1.4847,                 1.2401,                 1.7251,                0.72263,                0.41667,                0.42543,                0.18448,                  2.297,                 1.9007,                 2.4255,              0.0011818,              0.0011818,              0.0011818
